Country Name,Country Code,Series Name,Series Code,1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Belize,BLZ,GDP (constant 2015 US$),NY.GDP.MKTP.KD,284412584.8,322978889.1,334582953.6,334469125.3,356198227.4,384412002.1,413308335,468843260.7,474158868.8,473648150.3,463497018,472637480.6,477423000.8,499095412.4,552674822.9,606769039.8,685704965.9,764172850.7,851692647.1,954215837.1,1013729299,1015729751,1022231222,1032733597,1069741968,1111751471,1211273982,1368809615,1437825226,1511341855,1652373756,1728891063,1766899661,1847917986,1908431674,1879425113,1870923190,1894428507,1892428054,1965444570,2054464706,2138483710,2210500000,2213000566,2175492081,2199497511,2298519910,1990450226,2293518778,..
Belize,BLZ,Land area (sq. km),AG.LND.TOTL.K2,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,..,..
Belize,BLZ,"Population, total",SP.POP.TOTL,126875,128620,130801,133471,136183,138933,141823,145133,148764,152409,156053,159721,163436,167191,170980,174817,178695,182589,186462,190299,194177,198416,203556,209840,217117,224907,232733,240406,248100,255987,263998,272128,280375,288729,297173,305671,314171,322106,329538,337059,344688,352335,359871,367313,374693,382066,389095,394921,400031,..
Benin,BEN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,2401263703,2481449394,2359973874,2380844453,2499497734,2530868381,2696279546,2879134858,3165730597,3236486776,3095770068,3341259668,3592867375,3670873613,3615810400,3738937614,3632222334,3958255491,4125523428,4247544481,4495438487,4586264346,4863513136,5073825258,5364793325,5577293440,5875201746,6219354273,6551040876,6855207726,7091272068,7405393051,7532259621,7829312268,8298002250,8704320326,8906198944,9094481754,9364019722,9814543623,10520350022,11189200117,11388160997,11768488384,12435944730,13268812215,14179807375,14725520536,15779238958,..
Benin,BEN,Land area (sq. km),AG.LND.TOTL.K2,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,..,..
Benin,BEN,"Population, total",SP.POP.TOTL,3227380,3301276,3378703,3460329,3546454,3636927,3732394,3833939,3941569,4054385,4171526,4293070,4419552,4551382,4688787,4831624,4979680,5133419,5293046,5457778,5706181,5923394,6046511,6203860,6387026,6584183,6788589,6998023,7212041,7431783,7659208,7894554,8149419,8402631,8647761,8906469,9172514,9445710,9726380,10014078,10308730,10614844,10932783,11260085,11596779,11940683,12290444,12643123,12996895,..
Bermuda,BMU,GDP (constant 2015 US$),NY.GDP.MKTP.KD,3368703966,3398254000,3526304151,3841504522,4068054789,4127154858,4215804963,4550705357,4659055485,4412805195,4501455299,4523125325,4432505218,4728005566,4905305775,5104276009,5126931035,5127916037,4946675890,4943720834,5092455994,5122991041,5348359016,5487441778,5739864146,5963718853,6165450411,6739895069,7226679646,7119884453,7362722828,7533631299,7659759815,8084406665,8354841362,8198943713,7737613935,7543950875,7261600083,6876350478,6857116739,6603330213,6654541000,6610806937,6849550930,6819905985,6840793088,6373022722,6718028462,..
Bermuda,BMU,Land area (sq. km),AG.LND.TOTL.K2,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,..,..
Bermuda,BMU,"Population, total",SP.POP.TOTL,53800,53400,53000,53200,53400,53600,53800,54670,55050,55449,55930,56423,56898,57382,57849,58347,58841,59326,59021,58595,58910,59320,59746,60129,60497,60943,61285,61833,62504,62912,63325,63740,64154,64523,64888,65273,65636,65124,64564,64798,65001,65138,65237,64554,63873,63918,63911,63893,63867,..
Bhutan,BTN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,163460690.5,188179698.1,194652654.1,214956903.5,224751756.6,233805955.3,260441591.7,336111135.2,352134806.7,378036319.5,417288276.3,415586258.9,434706931.5,443341804.7,465293890.4,498209325.9,525935536.1,554198462.6,586973930.5,633837764.9,655103454.7,709797744,787820712.5,849454309,900495828.8,966117205.2,1033742879,1223546901,1282270552,1368802449,1532318166,1654637257,1739328224,1776201506,1878803710,2003598213,2166431312,2267210115,2336476327,2470944512,2223610397,2314503114,..
Bhutan,BTN,Land area (sq. km),AG.LND.TOTL.K2,46723,46723,46723,46723,46723,46723,46723,46723,46723,46723,46723,46723,46723,46723,46723,46723,46723,46723,46723,46723,46723,39800,39800,39800,39800,39800,39800,39800,39800,39800,39800,38117,38117,38117,38117,38117,38117,38117,38117,38117,38117,38117,38117,38144,38144,38140,38140,38140,..,..
Bhutan,BTN,"Population, total",SP.POP.TOTL,329800,340842,352269,364119,376387,389072,402063,415257,428641,442201,456033,470165,484528,499151,514026,529051,544209,558442,567710,545944,520838,521260,527536,537494,546865,557143,570990,587207,603234,619048,634627,649991,663323,673260,681614,689737,697678,705516,713331,721145,728889,736357,743274,749761,756121,762096,767459,772506,777486,..
Bolivia,BOL,GDP (constant 2015 US$),NY.GDP.MKTP.KD,9678655881,9963166534,10691575406,11184945368,11740973123,11981979441,11997956697,11833371977,11865986688,11398616570,10937870650,10915922096,10732928693,10456675537,10714274131,11026005718,11443905775,11974420920,12605056991,12812599025,13359606818,13983135085,14637304821,15275687737,16032477194,16838807348,16910689762,17334777868,17626660706,18064782946,18554580602,19328918096,20183533284,21151739156,22117185811,23477060510,24265185332,25266542217,26581436431,27943010858,29842021069,31471565372,33000198248,34407300578,35850757820,37364958856,38193230058,34855949754,36984185806,..
Bolivia,BOL,Land area (sq. km),AG.LND.TOTL.K2,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,..,..
Bolivia,BOL,"Population, total",SP.POP.TOTL,4902248,5013765,5127776,5244355,5363917,5486132,5610380,5736088,5862990,5991118,6120620,6251926,6385630,6521983,6661434,6804072,6949139,7096194,7244891,7394419,7544489,7693722,7841471,7989367,8137619,8286928,8439052,8592656,8746084,8900583,9057378,9216279,9377388,9542663,9711152,9880593,10051317,10223270,10396246,10569697,10743349,10916987,11090085,11263015,11435533,11606905,11777315,11936162,12079472,..
Bosnia and Herzegovina,BIH,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2436026765,2942720272,5560495549,7472726283,8638471335,9467764559,10676369152,10935091012,11484846612,11928981571,12683521406,13177820811,13891268500,14704897647,15505407428,15039554295,15169747094,15315302523,15189435781,15546365750,15725747661,16211541593,16722173916,17252506776,17897763141,18404449050,17830360817,19175766941,..
Bosnia and Herzegovina,BIH,Land area (sq. km),AG.LND.TOTL.K2,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,..,..
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,3943152,3983063,4022090,4060039,4096516,4131521,4165511,4199820,4235970,4274013,4312521,4349597,4383306,4413374,4440300,4463320,4481230,4494310,4502386,4275730,3942981,3762330,3750527,3907751,4047748,4115059,4153014,4179350,4194932,4198410,4183757,4142860,4094297,4058086,4007876,3943392,3877750,3811088,3743142,3674374,3617559,3571068,3524324,3480986,3440027,3400129,3360711,3318407,3270943,..
Botswana,BWA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,894254619.6,972929309.8,1055105355,1167446397,1307680526,1495107782,1676742280,1877731724,2047945428,2297088881,2599080933,2821182369,3022199266,3269201325,3657645477,4369056408,4939629217,5274181509,5667567369,5832894294,5944658791,6160326023,6593422218,6977805547,7558770024,7592305530,8326271987,8491772942,8513051113,9029753379,9447460265,9703091697,10145227205,10993760931,11630580665,12008815634,10310260576,11353886712,12130325632,12109594813,13454101786,14220577194,13530738158,14505197433,15101804347,15734544892,16211710502,14797010398,16479433716,..
Botswana,BWA,Land area (sq. km),AG.LND.TOTL.K2,566730,566730,566730,566730,566730,566730,566730,566730,566730,566730,566730,566730,566730,566730,566730,566730,566730,566730,566730,566730,566730,566730,566730,566730,566730,566730,566730,566730,566730,566730,566730,566730,566730,566730,566730,566730,566730,566730,566730,566730,566730,566730,566730,566730,566730,566730,566730,566730,..,..
Botswana,BWA,"Population, total",SP.POP.TOTL,657246,691569,727930,766424,806968,849394,893500,938578,982747,1023009,1060717,1099170,1138704,1179263,1220361,1261272,1301671,1341474,1380584,1420695,1462262,1503544,1543634,1582169,1619354,1655699,1691558,1726985,1761930,1795130,1826863,1859085,1892807,1928704,1966977,2007320,2048997,2091664,2134037,2175425,2217278,2260376,2305171,2352416,2401840,2451409,2499702,2546402,2588423,..
Brazil,BRA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,4.87177E+11,5.26901E+11,5.54124E+11,6.10961E+11,6.41108E+11,6.72971E+11,7.18461E+11,7.84559E+11,7.51215E+11,7.5745E+11,7.35257E+11,7.74961E+11,8.35795E+11,8.98396E+11,9.3011E+11,9.29552E+11,9.58925E+11,9.17212E+11,9.2668E+11,9.21638E+11,9.67026E+11,1.02362E+12,1.06686E+12,1.09043E+12,1.12744E+12,1.13126E+12,1.13655E+12,1.18642E+12,1.20291E+12,1.23964E+12,1.25378E+12,1.326E+12,1.36846E+12,1.42268E+12,1.50903E+12,1.58591E+12,1.58391E+12,1.70315E+12,1.77084E+12,1.80486E+12,1.8591E+12,1.86847E+12,1.80221E+12,1.74318E+12,1.76624E+12,1.79774E+12,1.81969E+12,1.74911E+12,1.8299E+12,..
Brazil,BRA,Land area (sq. km),AG.LND.TOTL.K2,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,8358140,..,..
Brazil,BRA,"Population, total",SP.POP.TOTL,103666904,106167372,108700515,111286504,113939886,116664382,119447303,122288383,125168060,128065095,130977370,133888775,136783180,139643355,142466264,145253973,148003411,150706446,153336445,155900790,158440875,160980472,163515328,166037122,168546707,171039804,173486281,175873720,178211881,180476685,182629278,184722043,186797334,188820682,190779453,192672317,194517549,196353492,198185302,199977707,201721767,203459650,205188205,206859578,208504960,210166592,211782878,213196304,214326223,..
British Virgin Islands,VGB,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
British Virgin Islands,VGB,Land area (sq. km),AG.LND.TOTL.K2,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,..,..
British Virgin Islands,VGB,"Population, total",SP.POP.TOTL,10018,10146,10282,10428,10578,10727,10876,11109,11472,11889,12315,12753,13202,13656,14117,14593,15091,15617,16090,16476,16855,17255,17674,18120,18591,19079,19586,20104,20657,21288,21982,22715,23497,24323,25191,26115,27044,27556,27962,28421,28657,28971,29366,29739,30060,30335,30610,30910,31122,..
Brunei Darussalam,BRN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,6708427943,6732273927,8089190286,8972262684,9580208347,11741736031,10920201635,8755084285,9101492760,9147133649,9202005158,9064826350,8818673714,8995852317,9094569847,8996877926,9094891762,9381011724,9827414751,9857346390,10167399107,10622767157,10928524149,10767746809,10707607990,11034421012,11348838216,11660254935,12111751313,12463471178,12526326738,12574867157,13127874565,13148167871,12893130934,12665627056,12994802365,13481499083,13604563824,13315326918,12981331573,12930394938,12609990391,12777527045,12784201743,13278836553,13429361906,13215732655,..
Brunei Darussalam,BRN,Land area (sq. km),AG.LND.TOTL.K2,5270,5270,5270,5270,5270,5270,5270,5270,5270,5270,5270,5270,5270,5270,5270,5270,5270,5270,5270,5270,5270,5270,5270,5270,5270,5270,5270,5270,5270,5270,5270,5270,5270,5270,5270,5270,5270,5270,5270,5270,5270,5270,5270,5270,5270,5270,5270,5270,..,..
Brunei Darussalam,BRN,"Population, total",SP.POP.TOTL,149065,154314,159653,165064,170560,176176,181951,187921,194099,200630,207523,214682,222119,229815,237712,245729,253821,261928,269860,277416,284713,291935,299097,306196,313215,320152,327045,333926,340748,347463,354045,360461,366717,372808,378748,384568,390311,396053,401506,406634,411702,416656,421437,425994,430276,434274,438048,441725,445373,..
Bulgaria,BGR,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,30380970883,31869687631,32613706393,33732456292,34878160152,35814094911,37321009486,39580615170,43912591618,42467919140,38595958808,35336392995,32766593403,32281577420,32868460156,33808903310,35568789957,30548119474,31705624575,29043591589,30375886420,31537370211,33389222965,35137868397,37425493085,40066366470,42791916799,45639456472,48436954205,46815700521,47537505668,48536366470,48902782249,48628685105,49098860803,50781996713,52325680685,53771005441,55214628202,57444273407,55170276015,59382311267,..
Bulgaria,BGR,Land area (sq. km),AG.LND.TOTL.K2,110630,110630,110630,110630,110630,110630,110630,110630,110630,110630,110630,110630,110630,110630,110630,110630,110630,110630,110630,110630,110630,110630,110630,110630,110630,110630,110630,110630,110630,108800,108770,108760,108640,108630,108610,108610,108560,108560,108560,108560,108560,108560,108560,108560,108560,108560,108560,108560,..,..
Bulgaria,BGR,"Population, total",SP.POP.TOTL,8620967,8678745,8720742,8758599,8804183,8814032,8825940,8861535,8891117,8917457,8939738,8960679,8960547,8958171,8971359,8981446,8876972,8718289,8632367,8540164,8472313,8443591,8406067,8362826,8312068,8256786,8210624,8170172,8009142,7837161,7775327,7716860,7658972,7601022,7545338,7492561,7444443,7395599,7348328,7305888,7265115,7223938,7177991,7127822,7075947,7025037,6975761,6934015,6877743,..
Burkina Faso,BFA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1620769599,1755073481,1807697304,1961982370,1969248641,2059988173,2135478942,2152496123,2244091364,2458675792,2467182435,2423298743,2629699942,2838902111,2832192741,2996335104,3060764317,3042310097,3318247150,3325969068,3441093661,3486344293,3685636767,4091600216,4350059840,4667950017,5013156021,5107828164,5445629565,5682675850,6126066286,6400419233,6954815433,7389711496,7693530544,8139754680,8380850213,9088720421,9690626622,10315931009,10913490065,11385699932,11832159276,12537116569,13314855268,14194244081,15001629028,15291209207,16347272361,..
Burkina Faso,BFA,Land area (sq. km),AG.LND.TOTL.K2,273600,273600,273600,273600,273600,273600,273600,273600,273600,273600,273600,273600,273600,273600,273600,273600,273600,273600,273600,273600,273600,273600,273600,273600,273600,273600,273600,273600,273600,273600,273600,273600,273600,273600,273600,273600,273600,273600,273600,273600,273600,273600,273600,273600,273600,273600,273600,273600,..,..
Burkina Faso,BFA,"Population, total",SP.POP.TOTL,5907742,6018141,6138444,6269765,6416569,6577779,6749939,6932967,7123730,7321817,7531184,7751476,7979185,8207827,8434996,8663720,8895234,9131361,9365064,9598555,9840075,10091256,10353263,10621210,10897353,11201063,11533554,11882888,12249764,12632269,13030591,13445977,13876127,14316242,14757074,15197915,15650022,16116845,16602651,17113732,17636408,18169842,18718019,19275498,19835858,20392723,20951639,21522626,22100683,..
Burundi,BDI,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1260984916,1251819579,1260556281,1360677993,1516740316,1502474221,1527489740,1542628014,1730262111,1712032072,1775639662,1778401563,1987953823,2052565910,2165520585,2274468453,2305162456,2385839042,2505055517,2530356537,2372462289,2281596983,2100894502,1932822942,1902091057,1992440382,1972316735,1955416661,1995616256,2084351720,2058844926,2158362443,2177787705,2295688932,2374934933,2490397533,2585350050,2717827523,2827426635,2953153994,3098572905,3229972543,3104003611,3085379562,3100806498,3150727480,3207836474,3218331132,3276109831,..
Burundi,BDI,Land area (sq. km),AG.LND.TOTL.K2,25680,25680,25680,25680,25680,25680,25680,25680,25680,25680,25680,25680,25680,25680,25680,25680,25680,25680,25680,25680,25680,25680,25680,25680,25680,25680,25680,25680,25680,25680,25680,25680,25680,25680,25680,25680,25680,25680,25680,25680,25680,25680,25680,25680,25680,25680,25680,25680,..,..
Burundi,BDI,"Population, total",SP.POP.TOTL,3571450,3660032,3749232,3830889,3927428,4039410,4137437,4312834,4490743,4602271,4726506,4842268,4948024,5041706,5157769,5271840,5373697,5483793,5594828,5743085,5555220,5586408,5932783,5930507,5923862,6035340,6180180,6307659,6465729,6648938,6860846,7120496,7388874,7658190,7944609,8278109,8709366,9126605,9455733,9795479,10149577,10494913,10727148,10903327,11155593,11493472,11874838,12220227,12551213,..
Cabo Verde,CPV,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,172138338.4,186686717.5,191960673.4,210236768.8,218190594.8,237046815,243853508.6,254361311.7,269614990.6,284977516.2,286950050.4,290979250.5,322805534.5,350916445.6,418231490.4,477669028.6,531867863,591003198,664980756.6,739609209.7,845261415.1,864124729.5,909498979.3,947482015,1044097444,1116270241,1205390472,1388256499,1480582782,1461773074,1483214217,1542081303,1558765363,1571279094,1580882950,1596800287,1671942379,1733838342,1812401360,1915123783,1632003278,1745467468,..
Cabo Verde,CPV,Land area (sq. km),AG.LND.TOTL.K2,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,4030,..,..
Cabo Verde,CPV,"Population, total",SP.POP.TOTL,299191,301682,304375,307015,309389,311685,313995,317234,321634,326319,330971,335473,339874,344271,348718,353233,358150,364563,372721,381947,391749,401655,411382,421007,430654,440214,449627,458251,465958,473231,480089,486583,492827,498884,504733,510336,515638,521212,527521,533864,539940,546076,552166,558394,564954,571202,577030,582640,587925,..
Cambodia,KHM,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5775009073,3764807026,4137653519,4381671867,4557228855,4770581545,5376702112,5914027157,6395924923,6816708955,7396531099,8161371526,9242760346,10238305796,11283900343,12038971277,12049408699,12767924407,13670561754,14670337168,15749584749,16874510038,18049954289,19301414292,20651915663,22194442188,23760061873,23024448759,23721258227,..
